postalCode,cityName,stateName
98300,City_YKRCD,State_ZITJZ
84426,City_KMVXA,State_LTIVG
48575,City_TKVTH,State_ALJUH
85014,City_YSSMU,State_RKJGE
37224,City_XECMM,State_FFDQO
28505,City_CTOJS,State_BDVLN
46774,City_BCVAO,State_NVTOO
99395,City_MRCEH,State_LRURR
50591,City_ATSBP,State_XRTTZ
67102,City_TKJJB,State_HETUI
05254,City_FQIUV,State_DJLID
62387,City_TFJTH,State_ICSTS
21246,City_BQVDN,State_WNOZR
93459,City_SLELY,State_SUODC
20525,City_WVLWX,State_SVJXQ
58627,City_LCYDJ,State_LSKGI
75754,City_KRCSE,State_IYZIA
30775,City_GRFKD,State_CSDGV
46735,City_VRQDJ,State_IQZKI
54039,City_SPQSK,State_DYUEY
79472,City_GVKLP,State_PFXEF
40941,City_CBDZS,State_VRPYS
12254,City_PIEIQ,State_QJAOW
16765,City_LOQVI,State_RXCND
85224,City_NHMKL,State_LSGPA
50560,City_PECPX,State_UVREV
11549,City_DIICG,State_RASCZ
99153,City_CELRY,State_AYDOV
70795,City_IQUNT,State_JMUZK
88194,City_KTZTG,State_XOGQN
86915,City_MRHIB,State_NYFFS
45608,City_PDEGN,State_SCUAR
69803,City_MNRIX,State_OKWTJ
47678,City_DXQJZ,State_IJVCQ
12109,City_LYTQH,State_KTHLY
11123,City_SIIWY,State_IZGXQ
22587,City_ATQUK,State_STKPR
96273,City_CRBNX,State_IOUSO
79518,City_LTJAE,State_LSAFU
65966,City_AKHBK,State_IWAVD
04816,City_PCYTD,State_WRADA
16937,City_DBORL,State_UFGPR
97115,City_AATAH,State_SEXIA
05200,City_HOEXJ,State_WEFOA
62446,City_HRRYD,State_IFILZ
99447,City_NXEPA,State_HQARU
75416,City_MPOOM,State_GTYKO
29533,City_RXIIW,State_ORMYJ
17771,City_IZPKC,State_CGNCA
79345,City_TKODG,State_VHNTX
82312,City_PHMFL,State_FXJIA
57209,City_KUWVP,State_MAKTR
76469,City_KWDCJ,State_XTKZF
88649,City_DCKRP,State_RWFOO
77121,City_NIIRJ,State_HANQI
02187,City_KUZKP,State_COIKY
55741,City_JVWXN,State_QGEDE
52978,City_CUJVJ,State_YHRSB
65995,City_KQROJ,State_TMHZJ
47986,City_LNLGE,State_OPAAB
28624,City_WDKSG,State_NVAAW
78216,City_JMFCI,State_MCUYU
22441,City_NCQAL,State_IKEUV
29609,City_MFKZK,State_VIWFF
85699,City_NXCXE,State_ZUSEM
53861,City_RDTBF,State_QQAVX
52007,City_FONKN,State_EJQTH
14754,City_CGHFG,State_TUNPU
60901,City_CHUGM,State_RUHGQ
48947,City_YFYIJ,State_BAOVU
78279,City_LOKWK,State_XRVJR
03024,City_HIWPE,
64144,City_ZGPUR,State_YVEZP
66293,City_EJMQT,State_JISSW
68983,City_QNWTW,State_YXMOW
65445,City_AFSVA,State_CWCNA
20099,City_UHRWL,State_CCVSF
41632,City_EKKPD,State_ZHSJV
66933,City_FTWLG,State_RFAPR
37919,City_VGHBJ,State_KUNUF
35248,City_BTOAI,State_AEFUM
20784,City_CZCAI,State_CNRSE
04808,City_MQNXD,State_CWGQW
89392,City_XIMMD,State_ZBMUL
16182,City_UEVOI,State_LETQY
21938,City_ECKWS,State_MRPGX
07832,City_LTUBO,State_IVMKM
67469,City_FQJYE,State_EJQVV
93418,City_CSQVO,State_SUZKS
20692,City_LQCVR,State_MCBNH
90939,City_OPLGM,State_MEGDP
86869,City_XOONK,State_XGDCX
82367,City_PLCSN,State_LHVGN
14999,City_REBJK,State_OKEVP
47230,City_CBBRT,State_JKJAE
24155,City_TRMBJ,State_DUPWC
57988,City_OYWJQ,State_ONBLJ
31995,City_OXTNM,State_PZMYQ
68797,City_MLLBO,State_VYBAI
03152,City_KPZCY,State_NZQXB
00619,City_ZHXJN,State_WEYED
77857,City_XRNXG,State_VNSHF
82651,City_DZIVP,State_PKSZB
27862,City_RWVCE,State_UNOKT
67093,City_HVIAV,State_HJJJE
62425,City_NJCBV,State_BMMGT
45903,City_MIMSJ,State_XJNCO
64714,City_VBKIS,State_IVVMY
39877,City_XJXHH,State_VRTYU
56690,City_ZDHLR,State_UTIEU
84577,City_OJELH,State_GGZNW
09617,City_ZMCCF,State_GLHQR
91781,City_BCBIN,State_GTNKK
35426,City_FRZUD,State_PXNGE
72698,City_XRHWT,State_CFMKU
28035,City_FENFC,State_PTHJO
28717,City_EWSOW,State_PNGVR
29642,City_VYVIP,State_WQYON
94680,City_AOAJO,State_YOIGO
16155,City_GRWWV,State_CSOCW
32308,City_SNIZL,State_FAQNQ
16919,City_IVNHU,State_ERXDE
80871,City_VNGZN,State_ZIMIN
83094,City_UNIAY,State_LJYNT
33477,City_QXLHL,State_LUWPY
32439,City_MUIIM,State_BCJSP
53375,City_GTNCO,State_KIXWI
07513,City_VUXWM,State_YKSZV
40550,City_CDGZX,State_HFFLM
52636,City_XQYPO,State_AYGCY
28404,City_GXXKW,State_DNBWB
53839,City_QPVFG,State_VESAZ
74975,City_CPYAS,State_HPRSD
14786,City_KMPAU,State_TEEKB
99565,City_MBKSD,State_HSJDM
45383,City_NMEFZ,State_OVDDQ
41382,City_AQEBI,State_YDDLQ
58232,City_HLAYK,State_UOMDI
,City_QGTBD,State_CKMRM
30184,City_YPQTH,State_KSIQM
83003,City_IJAGB,State_DJSRI
03268,City_QQXEB,State_HDLNE
15080,City_HMFGG,State_CAEMS
98410,City_IGZUT,State_UUQTT
57427,City_FCWOH,State_VUDFU
25809,City_XIDSH,State_VZGSM
07932,City_SMZWG,State_TPMJC
40193,City_SPUEQ,State_GJGPG
24790,City_JEZCX,State_PBXQI
35399,City_NIHMZ,State_WEVDH
54481,City_XDKOW,State_DUJAZ
36880,City_YQCOP,State_RLFJB
25172,City_ERHKA,State_FJOYQ
77943,City_QJRGY,State_EVNLZ
55544,City_PLCBE,State_PKKQA
35304,City_BDGKF,State_YPDES
92557,City_XPRKC,State_GJKLQ
80235,City_VNEDM,State_TSPJI
02848,City_OTADS,State_AFKOT
29651,City_YLROV,State_KXWMS
95284,City_XMYBU,State_RQDUN
54807,City_PSSPL,State_IBJWP
78305,City_BHPMV,State_NHGKH
55834,City_NYDFC,State_GHRUA
12035,City_KEQNN,State_MVURS
59459,City_ZFMFL,State_OOYZW
82463,City_JHZMV,State_JQLQS
87515,City_JRDCD,State_KBTCM
90612,City_EFGDF,State_AFNYW
79878,City_MIDIE,State_QOUSH
43346,City_RXCRE,State_DRVEY
09368,City_OINAF,State_MOOPV
07484,City_VMXKA,State_TFGLO
95135,City_TOMVV,State_VIRIH
49368,City_ZUXPH,State_FUSPA
92623,City_CGPDZ,State_GEEAI
07324,City_MTFMT,State_OLRBN
69475,City_OLJBT,State_AWBEE
67185,City_IICVV,State_OKTDF
83798,City_QUYYG,State_QXNXW
73409,City_MDQHS,State_AJFUX
14101,City_MAKAM,State_GFIKM
56406,City_ABRIH,State_UUDMI
87619,City_ODPDM,State_PSMVC
32811,City_AIVJQ,State_CAGXV
54303,City_JPCUJ,State_CBSUV
10760,City_ZDBJB,State_LVWBY
67398,City_KRDPR,State_WGOSJ
98605,City_ZEPXQ,State_XZKSK
11000,City_BNOIY,State_RUZWG
59050,City_CBVWE,State_BWBRM
52436,City_ESWJH,State_JTYPU
49652,City_VRPTY,State_CMYYP
16352,City_IUSLH,State_AUFNS
73284,City_LHWAI,State_ICUKC
74638,City_RGTZS,State_ILICF
59267,City_HVFKE,State_DCGKJ
20522,City_ITRFH,State_EZYOQ
74492,City_FDOOY,State_DUUQI
51132,City_NKRFH,State_AKRYF
74559,City_QUNGA,State_ERQNY
73218,City_TSAGS,State_VDLQQ
55099,City_VROIN,State_ZSMHK
20544,City_MWOKU,State_NFYTJ
99707,City_ROYEH,State_RGWAM
94460,City_YNVSF,State_CSKIL
87096,City_IQODQ,State_SIXDU
87046,City_XAFKS,State_XAVTO
20235,City_QNNRD,State_CDRTR
74587,City_GIHHN,State_VHSHB
36473,City_HIVME,State_BKHXV
94406,City_JFWEA,State_QFGUH
57310,City_MIXNI,State_VOFCE
27404,City_CRDIT,State_EJOEK
12010,City_HLYAB,State_UUDLC
05386,City_ZBXQP,State_HORKO
67738,City_JBHTS,State_JSRBI
44924,City_PHQII,State_PZSNQ
77294,City_ELJHY,State_AEWEK
39744,City_EGWCU,State_GKPJW
42512,City_JCVXP,State_ZCEMN
94529,City_QSLEI,State_IUVVS
38469,City_IVCCS,State_FQGPM
ABC12,City_OFGVC,State_INLMF
81493,City_ZQONF,State_UKRLA
32100,City_HWLYK,State_PJZTN
21834,City_MRUMY,State_FPUXI
44439,City_RTOEE,State_NASXM
26858,City_WJTDS,State_YOKAJ
!!@@#,City_QXBXY,State_VFXGJ
77931,City_RIIQG,State_LULHP
32895,City_FZPMN,State_GDPPX
52733,City_HWNAU,State_DDTWV
11082,City_GPLBD,State_SNVOU
99583,City_HMPQY,State_HIYRB
86646,City_UEWGR,State_QODQW
46687,City_EKEXK,
84842,City_GHUZG,State_QDMJK
10143,City_VTCCB,State_RBWJN
77916,City_MHLGC,State_VMJVU
27507,City_BHAZD,State_NOWWS
75146,City_OOLKY,State_YVSJO
62036,City_BHWSQ,State_USYLA
86953,City_SEBEK,State_NECNE
76226,City_KTYTS,State_LWEUS
51297,City_HJVDX,State_BOZYL
13902,City_YOFNZ,State_JWUHW
31045,City_TARRD,State_QMRUE
77879,City_VKEPS,State_NUOFO
32454,City_ZXFRT,State_JGGZQ
99731,City_WLNHL,State_OZMWQ
64079,City_CJMUV,State_MFOQW
08965,City_QMQOI,State_GRWBV
84661,City_ISPWQ,State_JHYWU
30270,City_ONHOK,State_REYSS
56355,City_ROMKI,State_XOVBH
48035,City_IQYFI,State_GQCSX
62820,City_YRIBO,State_WLKTJ
68154,City_GQIST,State_BVULR
65093,City_ZNRKX,State_BHUPA
64990,City_MIEHR,State_JSMNB
65498,City_XTTYA,State_VCVIK
70580,City_IYYCI,State_LBIYK
43324,City_HKGUI,State_VPKFE
39313,City_TJEXM,State_WGJBC
24195,City_JCXGC,State_LIQHL
37535,City_IKQTI,State_VDHQG
26982,City_YLYQO,State_NYDEH
24748,City_PIEIV,State_QHVVE
29379,City_QSIZF,State_LRICD
45898,City_YUNMB,State_IUJZC
25447,City_HDXXS,State_FWDST
83698,City_TBRLB,State_KWZJW
60304,City_OFOTJ,State_SSOZF
25066,City_OQJHC,State_MNJQO
75276,City_TYXRN,State_ZRKCG
87021,City_CACNL,State_CSYTK
31173,City_LHUXX,State_SKTDE
78533,City_AENVH,State_WCUUD
61081,City_VPNSW,State_WJCFC
56200,City_IHLAA,State_FBJXF
70316,City_BWGWH,State_SBOYZ
58008,City_KNFXF,State_JPNIG
85008,City_UFYCH,State_QOCZN
12231,City_MLLHV,State_KIPVD
29443,City_BZTIE,State_QDESX
19561,City_VBSES,State_ZTHLI
98115,City_DIBRP,State_QNPEV
64041,City_RQMDR,State_QNGMF
94592,City_CHFPY,State_HKZHF
21571,City_GSOKB,State_VXQTZ
57212,City_NCOWD,State_PHRLX
01793,City_SIKOT,State_PLGSW
80265,City_JHWGQ,State_QRNVH
87121,City_MMQOL,State_JJSFP
44317,City_ZSOGS,State_IXKXA
03547,City_NJHPA,State_QHECC
21581,City_VKIZP,State_SAIYH
67152,City_HLZWG,State_DYYWH
67939,City_TCIZA,State_IILPO
15131,City_VMYRM,State_GDJXY
08946,City_POYDK,State_LFSDN
28550,City_ZWECV,State_URPTD
78661,City_ZVXTK,State_WTTYU
12520,City_KYQRR,State_UXFWG
08903,City_LWFMC,State_QVTRI
62786,City_ZLHGL,State_OZIYA
13606,City_RPAZF,State_BGPAX
39033,City_LZAYM,State_QTGIW
80609,City_IEMCA,State_TZFRZ
58204,City_REFRT,State_QGRHV
34909,City_EYCQZ,State_SKTXC
53054,City_LPZCZ,State_SPHBK
93624,City_CVOMX,State_GEPEW
96148,City_VHIVG,State_RWVMP
94696,City_AQFFO,State_GGTIR
06737,City_XLKEH,State_RCZKI
62583,City_LXJOW,State_EHFNP
90605,City_UIJNS,State_QEFZD
53444,City_DHXQM,State_HHGGU
43399,City_WGVAX,State_WVWBZ
97433,City_WAJMJ,State_AMBTJ
97914,City_OAGJL,State_JZJBI
43780,City_KOXJT,State_NQDTJ
27904,City_MRXGF,State_DJRUF
39683,City_LXEFH,State_XNLJY
80806,City_WXIUH,State_BRIMK
02450,City_DPZZF,State_BEHEN
71166,City_OCPNG,State_VSSHI
07011,City_MMYNM,State_TGIKQ
75725,City_SIKUR,State_RQDTH
04305,City_XKFLI,State_XGXSS
63866,City_AZIDF,State_NUKJT
87135,City_FNDRA,State_BTDLY
98655,City_OWDFP,State_EWBWV
27117,City_OBKKL,State_TSTYC
72707,City_SIJVY,State_QFWEY
18488,City_XCVMW,State_PURAG
25911,City_XCGIN,State_TAOEF
63900,City_VHKQA,State_MCVJI
15731,City_OZOYX,State_CHJAD
65255,City_YSKLG,State_ENSUD
43283,City_HTIGH,State_RJGMU
26998,City_VPOMV,State_GKQSR
19912,City_DOTRZ,State_NFOSP
39938,City_WLLLG,State_AYQWL
17655,,
31909,City_YIUPA,State_YHSBO
78357,City_MPSRZ,State_QAJFX
16057,City_AXTMD,State_SENDU
91020,City_LBDJG,State_XLTBL
49601,City_NPNEV,State_ZRVUQ
60502,City_NRXHR,State_TEGQW
32293,City_VJZMY,State_VNELH
03573,City_ZHBWP,State_DSJHM
66850,City_PQKXC,State_UZGKS
55680,City_UGWRF,State_JZBNU
76756,City_VKTQK,State_DBNTY
73336,City_KUDSW,State_UESTJ
71553,City_LVSMT,State_YDWGG
32561,City_ZSRYK,State_HQPUF
93519,City_WIIWZ,State_KRGHU
41371,City_TGESO,State_NATRL
37404,City_NATFH,State_ZTRPF
26185,City_YUOCU,State_FGCPG
08459,City_FHJNZ,State_RBQAL
95491,City_HPWOQ,State_TSHGE
43773,City_PDJUV,State_TLBOC
09988,City_EQRNG,State_FFOXN
09953,City_JCTDS,State_ZLXEZ
73981,City_YJWQW,State_MILOD
43699,City_KMKOP,State_NNWFY
11897,City_QMWGZ,State_HIQDG
29544,City_YXPNB,State_PEVVU
85838,City_PHSSY,State_NEJDI
18959,City_JMPAA,State_SCOWY
34174,City_KDZSL,State_HMVRO
87393,City_BOILJ,State_WVHPL
81776,City_AJLAJ,State_WNTNE
21882,City_FHRUH,State_MFDLO
81683,City_XCFGH,State_JGZLO
18964,,State_KCGNA
87144,City_APLSQ,State_WRIHI
11498,City_GNAKB,State_KRBUS
56760,City_XRMHO,State_LLNLT
79409,City_TQMTG,State_LCLUN
94385,City_OOKNB,State_PSUQZ
96660,City_RULHT,State_ZQHDQ
64906,City_YWXZK,State_TPJFG
30857,City_KQOSP,State_GCHVE
34833,City_UJLQY,State_MOOFJ
53809,City_GOKQI,State_ZBWUH
85074,City_ROQPH,State_QPNLH
42937,City_AKXAO,State_DOSWX
50229,City_MRCSL,State_GNIPN
76885,City_QCASO,State_MLHEK
04912,City_XZMXK,State_SXOWZ
61828,City_CEMTH,State_NSKLQ
69736,City_BCQPD,State_RVVHI
46977,City_NSPBF,State_KVBTA
27731,City_IHBHJ,State_THBXN
53722,City_NNPHN,State_ZFXRI
96879,City_JWELA,State_YNWDM
21660,City_DHDZC,State_WURBN
40914,City_VIZUM,State_ETYXV
10913,City_HIMGF,State_PPXVM
56849,City_XKKVS,State_ILYOC
21088,City_PCJMT,State_ZZGTV
40755,City_FTNBG,State_LMOTH
68460,City_OJAEY,State_SMHWY
75890,City_HSFDK,State_JUTQM
35318,City_FFQXM,State_FBRQJ
52221,City_TSDYE,State_XSFDW
13843,City_IRISY,State_RZYST
34091,City_SUJKI,State_SFGQV
28888,City_UFPNO,State_TKLSI
70557,City_LSHCJ,State_KZZMX
70179,City_KGNMR,State_GZOJN
78729,City_JSBUW,State_AVGZG
11501,City_DLHBL,State_FPPOL
97152,City_FABGH,State_LXQIL
25680,City_MXWZV,State_TVNVX
48715,City_PTBHK,State_GZGND
94784,City_VOSON,State_WOKON
29480,City_FVYJM,State_WGHNL
68154,City_GQIST,State_BVULR
67038,City_RKWMR,State_OGBLL
58015,City_CDXAM,State_EVUWA
61102,City_FQKYR,State_GISBJ
20492,City_UQEIZ,State_PNHZA
91275,City_XPUIW,State_DXAPM
77659,City_ZQUFJ,State_RMBNH
23673,City_XGEES,State_PYSXD
59974,City_TPSDB,State_HGYTE
92423,City_VWTDI,State_MHSKP
20664,City_DOTUI,State_HWETU
45972,City_NQSIV,State_KQXRK
82551,City_QHIVB,State_ENBXL
60398,City_MQUFR,State_WLXVA
58519,City_ZKCDM,State_AFATJ
97916,City_HGRHQ,State_YHBTB
96048,City_WRVIS,State_ZJIWW
29725,City_CUXPS,State_CBXVA
01536,City_UYUCU,State_OJZQV
37796,City_HMLKS,State_GILUV
82289,City_VEPLG,State_ZEFHN
25193,City_QPQDS,State_DANAY
12402,City_HYWHG,State_CRDTG
54087,City_QJQCS,State_DXEOO
39329,City_LHDZX,State_LSSKA
02176,City_XQDFK,State_FTLZV
38447,City_CNRAL,State_DVUSV
24745,City_INOQK,State_RPPVF
70419,City_SMOPE,State_SUXWV
03678,City_BNQPC,State_UTITZ
67210,City_MECSP,State_OIHGG
32811,City_AIVJQ,State_CAGXV
99692,City_LMXXN,State_GMACT
17318,City_HYOFE,State_EKJGL
36633,City_ICCNE,State_CYHEN
28380,City_TRIXF,State_ODWQH
23256,City_ZGOJS,State_QQOBO
28593,City_VVHFG,State_PUQJA
70486,City_RSFQF,State_VSWXE
54970,City_NSNHT,State_VRQOS
18374,City_LBVLC,State_HLDAP
69440,City_WOLFL,State_AWGDC
34680,City_PCHFQ,State_UVCZJ
55085,City_XYVEP,State_KWEEJ
69372,City_GKXBC,State_AOYXL
50651,City_QONSV,State_PTIFF
05081,City_BZYSM,State_RMYRL
06817,City_PYGPP,State_QDXZD
26781,City_ITUAJ,State_ZRZCK
65073,City_CGPLP,State_KORUS
41060,City_WYUQJ,State_FPXYW
07854,City_UYNWK,State_RRHRR
29719,City_FTYUU,State_HWPBY
34560,City_ZWGAV,State_ALLDK
17396,City_VTQXF,State_KHWQY
16089,City_CPTQX,State_OUDMQ
55392,City_HJKPD,State_AWEZW
65404,City_HJFVQ,State_BIDRU
09475,City_RVRKT,State_ODUGF
20196,City_TNXJX,State_SODGT
42741,City_DVNLK,State_WYVOJ
77678,City_MIVXF,State_QNINO
57624,City_OYLFT,State_YBAQR
53532,City_IFGGK,State_LQMOA
88031,City_QYSEV,State_XUQVR
57216,City_NEPGC,State_HPIOD
9999999,City_TGLSW,State_DXGVT
97410,City_THFUM,State_VANVI
74834,City_BUQAY,State_ZRVDX
61035,City_CIDSY,State_JXEJY
47745,City_LBWMF,State_ZQULH
86101,City_IKXWZ,State_YGPVO
73473,City_EXNUH,State_XNALU
69791,City_CUOIH,State_IUAVH
70811,City_QMFQK,State_YELMF
73796,City_QDOLS,State_BSLLS
05558,City_YOPTJ,State_HJJYE
18138,City_HVDMW,State_TDEHZ
73749,City_INSZE,State_TFKJI
06249,City_BHZKV,State_XSECY
69928,City_TPKFD,State_PDUHR
27402,City_EHJPH,State_VNXOS
78731,City_CPEBV,State_IJUGT
55024,City_XPBEP,State_TKBBF
77773,City_KPTYW,State_WZBPC
63752,City_IZHLR,State_MDSMZ
30070,City_MFMSN,State_UUHLZ
51785,City_HJINS,State_OPCQW
34293,City_QJUZL,State_VBGPE
57956,City_SOAZB,State_PNITZ
34442,City_XNGAD,State_GFGAZ
62215,City_SQJRT,State_OYRZB
27614,City_JSUPO,State_FCREO
02361,City_GEURJ,State_GELAF
75630,City_BVLDQ,State_YFNRX
52366,City_WCWAW,State_KZSDY
82007,City_EKJBK,State_IZHCV
37602,City_RAHMJ,State_JNQIR
87267,City_OUGGQ,State_EVICS
51257,City_EFGLX,State_UJUJP
52566,City_DYMZQ,State_RRZAV
50598,City_DYGAW,State_FUIGA
77179,City_YPYWE,State_ZTHPX
17845,City_PSTUA,State_GSRDE
76646,City_GBVRQ,State_SQIUT
25809,City_IAOXG,State_WLYQF
91321,City_TNOIR,State_PNSKM
99055,City_OAOQE,State_XLKOT
50240,City_QUNLJ,State_CNVRW
58779,City_TTQTD,State_ZGQZH
00968,City_AHEIR,State_URTDY
34739,City_GSCTQ,State_HSAWI
19761,City_FZSHT,State_MQUEB
10517,City_TABKF,State_ZMLBE
33045,City_NHVWL,State_RBKJA
46657,City_CJAUT,State_ZFGSU
53106,City_OFJUL,State_VHOMZ
21547,City_ZLDUX,State_SGWOI
68234,City_GCJKJ,State_YUCDS
05386,City_ZBXQP,State_HORKO
08602,City_ZTWCW,State_SUVMK
17624,City_KCWOO,State_XCDMX
38185,City_ZOCYD,State_KMZJO
90873,City_YCNMH,State_WEKPS
13438,City_DCEWV,State_EEHSC
91717,City_RZZTR,State_ETUIW
59683,City_QIUSR,State_TKAFY
39402,City_UIMYV,State_OOLKY
23879,City_GMUWB,State_TEYNV
91739,City_WYMIS,State_JLCRZ
21390,City_MJBSD,State_LLCWW
02222,City_XZAFK,State_GRNET
15969,City_KAVBM,State_AKBON
30750,City_WVKCY,State_CILJE
05620,City_XLGLE,State_TVWTZ
36792,City_KLENL,State_EBFTT
89714,City_UBAZQ,State_DVVJP
87820,City_HVMTU,State_IUVAH
18896,City_TSWJZ,State_NLEAC
28481,City_FQPCT,State_MNMEO
55104,City_SWDBO,State_AWZFR
43481,City_SBHEF,State_XCMEK
26299,City_JCWBI,State_WYFJY
39355,City_LPJFB,State_KEZTK
06917,City_MFPWA,State_JHKVY
09395,City_GQOJK,State_IMFNP
12623,City_ZSTQW,State_OEREQ
84059,City_RYFPE,State_IQXLW
72917,City_CRBLD,State_KRJEA
99219,City_VDBSO,State_PRGZW
85974,City_YUXJB,State_SUTBR
93158,City_IGWUI,State_CCVMB
21593,City_JXXEP,State_JHOOR
25856,City_IFDIT,State_LHQLI
47103,City_GLGTR,State_MCPPY
26916,City_ICRCG,State_ITLFY
24637,City_VJKTY,State_RUTRY
76714,City_DOJXI,State_GXEUV
71471,City_ZIWPH,State_TLMVY
!!@@#,City_CWWWI,State_QGYWG
69470,City_YIOYF,State_YXKBY
76945,City_PFNSP,State_UZYPH
28734,City_HEHXG,State_OLFQF
42670,City_TPAFN,State_MJUDA
54135,City_VLBRD,State_ZNRUU
51998,City_CZDAS,State_QPAQX
46991,City_OHUOT,State_CKQSU
95244,City_FRELF,State_AQSOW
34284,City_DBSFF,State_KLMDM
49235,City_MRKDH,State_EKNXC
26941,City_RATTQ,State_CSXGU
